Event	ID	Name			Wwise Object Path	Notes
	724774230	Play_sfx_Roxy_servo_small_ruined			\Default Work Unit\Play_sfx_Roxy_servo_small_ruined	
	870977429	Play_sfx_mimic_gettingReady			\Default Work Unit\Play_sfx_mimic_gettingReady	
	915690795	Play_fly_monty_ruined_handstep			\Chowda\Characters\Monty\Play_fly_monty_ruined_handstep	
	938227368	Play_fly_cassie_ladder_step			\Chowda\Characters\Cassie\Play_fly_cassie_ladder_step	
	1021866549	Play_sfx_miniMusicMan_active			\Default Work Unit\Play_sfx_miniMusicMan_active	
	1087525179	Stop_sfx_CandyCadet_servo_RN_small			\Chowda\Characters\CandyCadet\Stop_sfx_CandyCadet_servo_RN_small	
	1108294457	Play_sfx_dlcRabbit_teleport			\Chowda\Characters\dlcRabbit\Play_sfx_dlcRabbit_teleport	
	1153589856	Play_sfx_Chica_rottenFood_grab			\Chowda\Characters\Chica\Play_sfx_Chica_rottenFood_grab	
	1176383136	Play_sfx_Roxy_servo_twitch_ruined			\Default Work Unit\Play_sfx_Roxy_servo_twitch_ruined	
	1177896218	Play_sfx_miniMusicMan_screech			\Default Work Unit\Play_sfx_miniMusicMan_screech	
	1250956648	Stop_sfx_dlcRabbit_alertMode_lp			\Chowda\Characters\dlcRabbit\Stop_sfx_dlcRabbit_alertMode_lp	
	1278818889	Play_sfx_CandyCadet_servo_RN_large			\Chowda\Characters\CandyCadet\Play_sfx_CandyCadet_servo_RN_large	
	1360228597	Play_fly_mimic_walk_trex			\Chowda\Characters\Mimic\Play_fly_mimic_walk_trex	
	1400322369	Play_SFX_SunMan_ruin_blend			\Default Work Unit\Play_SFX_SunMan_ruin_blend	
	1420522127	Play_cine_Chica_electrocuted_tail			\Chowda\Cinematics\Play_cine_Chica_electrocuted_tail	
	1430945404	Play_sfx_chica_wall_pounding			\Chowda\Characters\Chica\Play_sfx_chica_wall_pounding	
	1438615545	Stop_sfx_monty_servo_small_ruined			\Chowda\Characters\Monty\Stop_sfx_monty_servo_small_ruined	
	1516647267	Stop_sfx_freddy_servo_RN			\Chowda\Characters\Freddy\Stop_sfx_freddy_servo_RN	
	1527610308	Play_sfx_monty_out			\Default Work Unit\Play_sfx_monty_out	
	1595850117	Play_sfx_dlcRabbit_spawn			\Chowda\Characters\dlcRabbit\Play_sfx_dlcRabbit_spawn	
	1706009343	Play_sfx_chica_servo_ruined_short			\Chowda\Characters\Chica\Play_sfx_chica_servo_ruined_short	
	1789240187	Play_sfx_Chica_rottenFood_chew			\Chowda\Characters\Chica\Play_sfx_Chica_rottenFood_chew	
	1939335401	Play_fly_chica_ruined_footstep			\Chowda\Characters\Chica\Play_fly_chica_ruined_footstep	
	1966834340	Play_sfx_dlcRabbit_idle_twitch			\Chowda\Characters\dlcRabbit\Play_sfx_dlcRabbit_idle_twitch	
	2048086041	Play_sfx_CandyCadet_idle_twitch			\Chowda\Characters\CandyCadet\Play_sfx_CandyCadet_idle_twitch	
	2093356253	Play_sfx_chica_ruined_vox_kitchen			\Chowda\Characters\Chica\Play_sfx_chica_ruined_vox_kitchen	
	2171135385	Play_fly_mimic_servo_large			\Chowda\Characters\Mimic\Play_fly_mimic_servo_large	
	2194991644	Play_sfx_chica_RN_servo_head_twitch			\Chowda\Characters\Chica\Play_sfx_chica_RN_servo_head_twitch	
	2309267105	Play_sfx_dlcRabbit_idle_lp			\Chowda\Characters\dlcRabbit\Play_sfx_dlcRabbit_idle_lp	
	2330028367	Play_cine_Chica_electrocuted_head			\Chowda\Cinematics\Play_cine_Chica_electrocuted_head	
	2347202987	Play_fly_cassie_cloth_land			\Chowda\Characters\Cassie\Play_fly_cassie_cloth_land	
	2349618343	Stop_sfx_chica_RN_servo_head_grind			\Chowda\Characters\Chica\Stop_sfx_chica_RN_servo_head_grind	
	2366389317	Play_fly_mimic_walk_heavy			\Chowda\Characters\Mimic\Play_fly_mimic_walk_heavy	
	2371417895	Play_sfx_staffBot_twitch			\Chowda\Characters\StaffBot\Play_sfx_staffBot_twitch	
	2374506939	Play_sfx_dlcRabbit_giant_idle_lp			\Chowda\Characters\dlcRabbit\Play_sfx_dlcRabbit_giant_idle_lp	
	2393055692	Play_fly_mimic_walk_light			\Chowda\Characters\Mimic\Play_fly_mimic_walk_light	
	2459878402	Play_sfx_chica_powerDown			\Chowda\Characters\Chica\Play_sfx_chica_powerDown	
	2505502920	Play_sfx_MONTY_LOGRIDE_ALERTED			\Default Work Unit\Play_sfx_MONTY_LOGRIDE_ALERTED	
	2586787624	Play_fly_monty_despawn			\Chowda\Characters\Monty\Play_fly_monty_despawn	
	2635783877	Play_sfx_chica_servo_softWhirr			\Chowda\Characters\Chica\Play_sfx_chica_servo_softWhirr	
	2652905999	Stop_sfx_sunman_RN_mech_head_spin			\Default Work Unit\Stop_sfx_sunman_RN_mech_head_spin	
	2699658584	Stop_sfx_dlcRabbit_approach_tension_lp			\Chowda\Characters\dlcRabbit\Stop_sfx_dlcRabbit_approach_tension_lp	
	2701692321	Stop_sfx_roxy_servo_large_RN			\Chowda\Characters\Roxy\Stop_sfx_roxy_servo_large_RN	
	2786061823	Play_sfx_moonman_RN_mech_mvmt_large			\Default Work Unit\Play_sfx_moonman_RN_mech_mvmt_large	
	2788801490	Play_sfx_dlcRabbit_approach_tension_lp			\Chowda\Characters\dlcRabbit\Play_sfx_dlcRabbit_approach_tension_lp	
	2796131823	Play_fly_mimic_walk_trex_cine			\Default Work Unit\Play_fly_mimic_walk_trex_cine	
	2941294032	Play_sfx_dlcRabbit_teleport_out			\Chowda\Characters\dlcRabbit\Play_sfx_dlcRabbit_teleport_out	
	2961090119	Stop_sfx_dlcRabbit_idle_lp			\Chowda\Characters\dlcRabbit\Stop_sfx_dlcRabbit_idle_lp	
	2973383393	Play_fly_mimic_servo_small			\Chowda\Characters\Mimic\Play_fly_mimic_servo_small	
	3011128625	Play_sfx_dlcRabbit_teleport_in			\Chowda\Characters\dlcRabbit\Play_sfx_dlcRabbit_teleport_in	
	3012717402	Play_fly_cassie_addLayers			\Chowda\Characters\Cassie\Play_fly_cassie_addLayers	
	3052754074	Play_sfx_monty_grunts_Chowda			\Chowda\Characters\Monty\Play_sfx_monty_grunts_Chowda	
	3053524811	Play_sfx_freddy_large_move_mech_RN			\Chowda\Characters\Freddy\Play_sfx_freddy_large_move_mech_RN	
	3091350137	Play_sfx_freddy_servo_small_RN			\Chowda\Characters\Freddy\Play_sfx_freddy_servo_small_RN	
	3122980007	Play_sfx_monty_servo_small_ruined			\Chowda\Characters\Monty\Play_sfx_monty_servo_small_ruined	
	3167745059	Play_fly_roxy_despawn			\Chowda\Characters\Roxy\Play_fly_roxy_despawn	
	3237292509	Play_sting_mimic_chase_start			\Default Work Unit\Play_sting_mimic_chase_start	
	3287256746	Play_sfx_moonman_RN_mech_head_spin			\Default Work Unit\Play_sfx_moonman_RN_mech_head_spin	
	3427475253	Play_fly_freddy_blend_RN			\Chowda\Characters\Freddy\Play_fly_freddy_blend_RN	
	3439552559	Stop_sfx_CandyCadet_servo_RN_large			\Chowda\Characters\CandyCadet\Stop_sfx_CandyCadet_servo_RN_large	
	3485062946	Stop_sfx_chica_servo_ruined			\Chowda\Characters\Chica\Stop_sfx_chica_servo_ruined	
	3485848753	Stop_sfx_monty_servo_ruined			\Chowda\Characters\Monty\Stop_sfx_monty_servo_ruined	
	3527129170	Play_cine_Chica_Arm_swinging			\Chowda\Cinematics\Play_cine_Chica_Arm_swinging	
	3578475823	Play_sfx_monty_servo_ruined			\Chowda\Characters\Monty\Play_sfx_monty_servo_ruined	
	3713846317	Play_sfx_dlcRabbit_alertMode_on			\Chowda\Characters\dlcRabbit\Play_sfx_dlcRabbit_alertMode_on	
	3719485041	Play_SFX_Cloth_Cassie			\Chowda\Characters\Cassie\Play_SFX_Cloth_Cassie	
	3754024840	Play_cine_Chica_handTouchRechargeStation			\Chowda\Cinematics\Play_cine_Chica_handTouchRechargeStation	
	3757903159	Play_sfx_sunman_RN_mech_general_lp			\Default Work Unit\Play_sfx_sunman_RN_mech_general_lp	
	3769294996	Stop_sfx_Roxy_servo_small_ruined			\Default Work Unit\Stop_sfx_Roxy_servo_small_ruined	
	3777254719	Play_fly_cassie_cloth_getUp			\Chowda\Characters\Cassie\Play_fly_cassie_cloth_getUp	
	3777285683	Stop_helpie_vocalization			\Chowda\Characters\Helpy\Stop_helpie_vocalization	
	3777346697	Play_fly_lmm_walk_RN			\Chowda\Characters\LMM\Play_fly_lmm_walk_RN	
	3904915525	Play_sfx_freddy_servo_RN			\Chowda\Characters\Freddy\Play_sfx_freddy_servo_RN	
	4016062795	Stop_fly_mimic_servo_small			\Chowda\Characters\Mimic\Stop_fly_mimic_servo_small	
	4027602914	Play_sfx_sunman_RN_mech_mvmt_large			\Default Work Unit\Play_sfx_sunman_RN_mech_mvmt_large	
	4040515195	Play_sfx_Monty_accordionGate_leaves_fast			\Chowda\Characters\Monty\Play_sfx_Monty_accordionGate_leaves_fast	
	4061123629	Play_sfx_monty_destruction_blend_Chowda			\Chowda\Characters\Monty\Play_sfx_monty_destruction_blend_Chowda	
	4085798033	Play_sfx_freddy_mech_twitch_RN			\Chowda\Characters\Freddy\Play_sfx_freddy_mech_twitch_RN	
	4135662256	Play_fly_cassie_cloth_jump			\Chowda\Characters\Cassie\Play_fly_cassie_cloth_jump	
	4182468877	Play_helpie_vocalization			\Chowda\Characters\Helpy\Play_helpie_vocalization	
	4223618747	Play_sfx_ruined_monty_claws_swing			\Chowda\Characters\Monty\Play_sfx_ruined_monty_claws_swing	
	4228732543	Stop_fly_mimic_servo_large			\Chowda\Characters\Mimic\Stop_fly_mimic_servo_large	
	4236676305	Play_sfx_CandyCadet_servo_RN_small			\Chowda\Characters\CandyCadet\Play_sfx_CandyCadet_servo_RN_small	
	4239400364	Play_SFX_MoonMan_ruin_blend			\Default Work Unit\Play_SFX_MoonMan_ruin_blend	
	4277546325	Play_sfx_dlcRabbit_stare			\Chowda\Characters\dlcRabbit\Play_sfx_dlcRabbit_stare	

Switch Group	ID	Name			Wwise Object Path	Notes
	392845460	LOCO_SPEED_ANIMATRONIC			\character\LOCO_SPEED_ANIMATRONIC	
	684570577	FOOTSTEP_MATERIAL			\Default Work Unit\FOOTSTEP_MATERIAL	
	954419908	LOCO_SPEED_GREGORY			\character\LOCO_SPEED_GREGORY	
	2762545731	CASSIE_ADDLAYERS			\Default Work Unit\CASSIE_ADDLAYERS	
	3436536763	gregory_outside_freddy			\character\gregory_outside_freddy	

Switch	ID	Name	Switch Group			Notes
	712161704	Run	LOCO_SPEED_ANIMATRONIC			
	2108779966	Walk	LOCO_SPEED_ANIMATRONIC			
	161700658	HardPlastic	FOOTSTEP_MATERIAL			
	437659151	Rubber	FOOTSTEP_MATERIAL			
	712248636	StickyTile	FOOTSTEP_MATERIAL			
	712897245	Mud	FOOTSTEP_MATERIAL			
	841620460	Concrete	FOOTSTEP_MATERIAL			
	1229756253	Cardboard	FOOTSTEP_MATERIAL			
	1322983580	Organic_Garbage	FOOTSTEP_MATERIAL			
	1437343690	LooseMetal	FOOTSTEP_MATERIAL			
	2058049674	Wood	FOOTSTEP_MATERIAL			
	2195636714	Dirt	FOOTSTEP_MATERIAL			
	2412606308	Carpet	FOOTSTEP_MATERIAL			
	2449969375	Glass	FOOTSTEP_MATERIAL			
	2473969246	Metal	FOOTSTEP_MATERIAL			
	2632636426	Roach_Layer	FOOTSTEP_MATERIAL			
	2637588553	Tile	FOOTSTEP_MATERIAL			
	2654748154	Water	FOOTSTEP_MATERIAL			
	2736974230	Tarp	FOOTSTEP_MATERIAL			
	3126687001	Paper	FOOTSTEP_MATERIAL			
	3252371007	Vinyl	FOOTSTEP_MATERIAL			
	3321711160	Vent	FOOTSTEP_MATERIAL			
	3510612794	ARFloor	FOOTSTEP_MATERIAL			
	3562804263	ChainlinkFence	FOOTSTEP_MATERIAL			
	3564165474	DebrisMud	FOOTSTEP_MATERIAL			
	3611966441	DebrisMetal	FOOTSTEP_MATERIAL			
	3917875680	Wood_Creaky	FOOTSTEP_MATERIAL			
	4067911033	BallPit	FOOTSTEP_MATERIAL			
	4090575136	FloodWater	FOOTSTEP_MATERIAL			
	4258578443	Fatigue_Mat	FOOTSTEP_MATERIAL			
	340271938	Walking	LOCO_SPEED_GREGORY			
	2645667656	SneakRunning	LOCO_SPEED_GREGORY			
	3418139957	Sneaking	LOCO_SPEED_GREGORY			
	3863236874	Running	LOCO_SPEED_GREGORY			
	2174373395	Ruin	CASSIE_ADDLAYERS			
	2185786256	Gravel	CASSIE_ADDLAYERS			
	2473969246	Metal	CASSIE_ADDLAYERS			
	2612187585	WoodCreaks	CASSIE_ADDLAYERS			
	2718823516	LooseTiles	CASSIE_ADDLAYERS			
	3407479468	SneakerSqueak	CASSIE_ADDLAYERS			
	438105790	outside	gregory_outside_freddy			
	3553349781	inside	gregory_outside_freddy			

State Group	ID	Name			Wwise Object Path	Notes
	18731126	inside_freddy			\Default Work Unit\inside_freddy	
	877642339	cinematics			\story_moments\cinematics	
	3336199605	paused_state			\Default Work Unit\paused_state	
	3870388151	hour1_postCorridorChaseOffice			\story_moments\hour1_postCorridorChaseOffice	
	4118684129	AR_World			\Chowda\AR_World	

State	ID	Name	State Group			Notes
	438105790	outside	inside_freddy			
	748895195	None	inside_freddy			
	3553349781	inside	inside_freddy			
	179926554	hour2_sunmanCarryPlayer	cinematics			
	226153362	chicaBossBattleIntro	cinematics			
	440612544	ending_gregoryInAlley	cinematics			
	710521474	dumpBallsMonty	cinematics			
	748895195	None	cinematics			
	790502354	stageLift	cinematics			
	1029351162	hour1_getOutOfFreddy	cinematics			
	1177990589	ending_burntrap	cinematics			
	1430576587	hour1_vanessaWalksBy	cinematics			
	1458317405	montyBossBattleIntro	cinematics			
	2178279524	overtime_endGame	cinematics			
	2339442211	hour1_walkToFirstAid	cinematics			
	2424749623	hour3_littleMusicManVent	cinematics			
	2434794556	ending_vip	cinematics			
	2513513052	hour3_chicaKitchen_Static	cinematics			
	2517651529	hour1_firstAidDialogue	cinematics			
	2525860868	hour1_afterIntroVideo	cinematics			
	2571510049	ending_vannyDestroy	cinematics			
	2631564358	roxyBossBattleIntro	cinematics			
	2632086901	ending_vannyRedeem	cinematics			
	2646572446	hour2_sunmanIntro	cinematics			
	2756657571	hour4_lostAndFound	cinematics			
	2939560893	hour5_endoIntro	cinematics			
	2968865688	hour2_slideNoEntry	cinematics			
	2975652148	ending_loadingDock	cinematics			
	2975896672	hour1_introVideo	cinematics			
	3200292227	dumpBallsMonty_sloMo	cinematics			
	3422007485	hour4_transitionToLostAndFound	cinematics			
	3516848363	hour2_kickedOutOfDaycare	cinematics			
	3707806325	overtime_vannyIntro	cinematics			
	3724300962	hour1_startInFreddy	cinematics			
	3730917311	hour3_chicaKitchen	cinematics			
	3878647458	hour3_elevatorTrap	cinematics			
	4006066345	hour2_transitionToMoonMan	cinematics			
	4083394624	burntrapBossBattleIntro	cinematics			
	4098128287	roxyBossBattleIntro_sloMo	cinematics			
	4222242326	hour4_mmattack	cinematics			
	4286150249	hour2_slideEnter	cinematics			
	319258907	paused	paused_state			
	748895195	None	paused_state			
	1365518790	unpaused	paused_state			
	58138747	active	hour1_postCorridorChaseOffice			
	748895195	None	hour1_postCorridorChaseOffice			
	58138747	Active	AR_World			
	748895195	None	AR_World			

Custom State	ID	Name	State Group	Owner		Notes
	25676943	hour2_sunmanIntro	cinematics	\Actor-Mixer Hierarchy\Movement\_Chowda\DaycareAttendant\SFX_Footsteps_SunMan_ruin_blend		
	62348567	montyBossBattleIntro	cinematics	\Actor-Mixer Hierarchy\Movement\_Chowda\Monty		
	291981702	hour3_elevatorTrap	cinematics	\Actor-Mixer Hierarchy\Movement\_Chowda\StaffBots		
	305897521	Active	AR_World	\Actor-Mixer Hierarchy\Characters\_Chowda\DLCRabbit\sfx_dlcRabbit_approach_tension_end		
	417102492	inside	inside_freddy	\Actor-Mixer Hierarchy\Movement\_Chowda\Freddy\fly_freddy_blend_RN		
	518421245	active	hour1_postCorridorChaseOffice	\Actor-Mixer Hierarchy\Movement\_Chowda\Chica		
	561079732	chicaBossBattleIntro	cinematics	\Actor-Mixer Hierarchy\Movement\_Chowda\Chica		
	793602283	Active	AR_World	\Actor-Mixer Hierarchy\Movement\_Chowda\StaffBots\sfx_staffBot_twitch		
	795333975	Active	AR_World	\Actor-Mixer Hierarchy\Characters\_Chowda\DLCRabbit\sfx_dlcRabbit_alertMode_lp		
	824162259	paused	paused_state	\Actor-Mixer Hierarchy\Characters\_Chowda\Chica\sfx_chica_ruined_vox_kitchen		
	1047694298	hour3_chicaKitchen	cinematics	\Actor-Mixer Hierarchy\Movement\_Chowda\Chica		

Game Parameter	ID	Name			Wwise Object Path	Notes
	183903552	occlusion			\bind_to_parameters\occlusion	
	369448358	chica_behind_you_automation			\automation\chica_behind_you_automation	
	541494466	spline_follow_speed			\Chowda\spline_follow_speed	
	1240670792	distance			\bind_to_parameters\distance	
	1300757360	bot_actor_chasing			\Default Work Unit\bot_actor_chasing	
	1619720297	rabbit_agitated_time			\Chowda\rabbit_agitated_time	
	1800799872	rabbit_static_proximity			\Chowda\rabbit_static_proximity	
	2141048674	elevation			\bind_to_parameters\elevation	
	2460182394	fnaf_occlusion			\Default Work Unit\fnaf_occlusion	
	2657385157	dialogue_meter			\ducking\dialogue_meter	
	3269501693	mimic_jumpscare_threshold			\Chowda\mimic_jumpscare_threshold	
	3436536763	GREGORY_OUTSIDE_FREDDY			\Default Work Unit\GREGORY_OUTSIDE_FREDDY	
	3804121551	servo_length			\servos\servo_length	
	3969119298	GP_LOCO_SPEED			\Default Work Unit\GP_LOCO_SPEED	
	4021422515	chica_teleport_fadein_automation			\automation\chica_teleport_fadein_automation	
	4135187523	monty_submerged			\Chowda\monty_submerged	

Modulator LFO	ID	Name			Wwise Object Path	Notes
	893862969	monty_destruction_rate			\Default Work Unit\monty_destruction_rate	

Modulator Envelope	ID	Name			Wwise Object Path	Notes
	213937683	servo_pitchMod_monty			\servo_envelopes\servo_monty\servo_pitchMod_monty	Leave release time longer than Stop event fade time so that pitch seems to continue downward instead of idling static at the end
	265517667	servo_pitchMod_chica			\servo_envelopes\servo_chica\servo_pitchMod_chica	Leave release time longer than Stop event fade time so that pitch seems to continue downward instead of idling static at the end
	291967273	servo_pitchAttack_chica			\servo_envelopes\servo_chica\servo_pitchAttack_chica	
	330613719	servo_pitchAttack_monty			\servo_envelopes\servo_monty\servo_pitchAttack_monty	
	410670976	servo_volumeMod_lmm			\servo_envelopes\servo_lmm\servo_volumeMod_lmm	
	454900597	servo_pitchAttack_chica_shattered			\servo_envelopes\servo_chica_shattered\servo_pitchAttack_chica_shattered	
	515661477	servo_pitchAttack_freddy			\servo_envelopes\servo_freddy\servo_pitchAttack_freddy	
	603541329	servo_pitchMod_chica_shattered			\servo_envelopes\servo_chica_shattered\servo_pitchMod_chica_shattered	Leave release time longer than Stop event fade time so that pitch seems to continue downward instead of idling static at the end
	609818130	servo_volumeMod_roxy			\servo_envelopes\servo_roxy\servo_volumeMod_roxy	
	685080493	servo_pitchMod_roxy			\servo_envelopes\servo_roxy\servo_pitchMod_roxy	Leave release time longer than Stop event fade time so that pitch seems to continue downward instead of idling static at the end
	738249501	servo_volumeMod_monty			\servo_envelopes\servo_monty\servo_volumeMod_monty	
	780947529	servo_volumeMod_chica_shattered			\servo_envelopes\servo_chica_shattered\servo_volumeMod_chica_shattered	
	1038054815	servo_volumeMod_chica			\servo_envelopes\servo_chica\servo_volumeMod_chica	

Effect plug-ins	ID	Name	Type				Notes
	927250686	Rhythmic_Talk	Wwise Tremolo			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	365722	MOON_00006_04	D:\ASITP\FNAF\Project\fnaf9\fnaf9_WwiseProject\.cache\Windows\SFX\MOON_00006_04_73E79EE3.wem		\Actor-Mixer Hierarchy\Dialogue\_Chowda\AnimatronicVO\MoonManVO\MoonMan_Lullaby\MOON_00006_04		87868
	473017	fly_roxy_walk_05	D:\ASITP\FNAF\Project\fnaf9\fnaf9_WwiseProject\.cache\Windows\SFX\fly_roxy_walk_05_73E79EE3.wem		\Actor-Mixer Hierarchy\Movement\_Chowda\Roxy\fly_roxy_despawn\fly_roxy_ruined_blend\fly_roxy_speed\fly_roxy_walk\fly_roxy_walk_05		12268
	3732666	fly_bot_metal_walk_03	D:\ASITP\FNAF\Project\fnaf9\fnaf9_WwiseProject\.cache\Windows\SFX\fly_bot_metal_walk_03_73E79EE3.wem		\Actor-Mixer Hierarchy\Movement\_Chowda\Monty\fly_monty_ruined_blend\SFX_Footsteps_Animatronic_material\fly_bot_metal_speed\fly_bot_metal_walk\fly_bot_metal_walk_03		31428
	5484551	fly_mimic_servo_large_03	D:\ASITP\FNAF\Project\fnaf9\fnaf9_WwiseProject\.cache\Windows\SFX\fly_mimic_servo_large\fly_mimic_servo_large_03_73E79EE3.wem		\Actor-Mixer Hierarchy\Movement\_Chowda\Mimic\fly_mimic_servo_large\fly_mimic_servo_large_03		32824
	8564753	fly_roxy_run_01	D:\ASITP\FNAF\Project\fnaf9\fnaf9_WwiseProject\.cache\Windows\SFX\fly_roxy_run_01_73E79EE3.wem		\Actor-Mixer Hierarchy\Movement\_Chowda\Roxy\fly_roxy_despawn\fly_roxy_ruined_blend\fly_roxy_speed\fly_roxy_run\fly_roxy_run_01		12376
	9737104	fly_roxy_shattered_add_04	D:\ASITP\FNAF\Project\fnaf9\fnaf9_WwiseProject\.cache\Windows\SFX\fly_roxy_shattered_add_04_73E79EE3.wem		\Actor-Mixer Hierarchy\Movement\_Chowda\Roxy\fly_roxy_despawn\fly_roxy_ruined_blend\fly_roxy_shattered_add\fly_roxy_shattered_add_04		16452
	10720753	sfx_monty_submerge	D:\ASITP\FNAF\Project\fnaf9\fnaf9_WwiseProject\.cache\Windows\SFX\sfx_monty_fall_inWater_BF4C3FCF.wem		\Actor-Mixer Hierarchy\Characters\_Chowda\Monty\sfx_monty_out\sfx_monty_submerge		61300
	11977080	sfx_general_roomItems_destruction_24	D:\ASITP\FNAF\Project\fnaf9\fnaf9_WwiseProject\.cache\Windows\SFX\sfx_general_roomItems_destruction_24_73E79EE3.wem		\Actor-Mixer Hierarchy\Characters\_Chowda\Monty\sfx_monty_destruction_blend_Chowda\sfx_general_roomItems_destruction\sfx_general_roomItems_destruction_24		40672
	13767646	fly_bot_wood_run_02	D:\ASITP\FNAF\Project\fnaf9\fnaf9_WwiseProject\.cache\Windows\SFX\fly_bot_wood_run_02_73E79EE3.wem		\Actor-Mixer Hierarchy\Movement\_Chowda\Monty\fly_monty_ruined_blend\SFX_Footsteps_Animatronic_material\fly_bot_wood_speed\fly_bot_wood_run\fly_bot_wood_run_02		8532
	13955842	sfx_chica_servo_ruinned_01	D:\ASITP\FNAF\Project\fnaf9\fnaf9_WwiseProject\.cache\Windows\SFX\sfx_chica_servo_ruinned_01_73E79EE3.wem		\Actor-Mixer Hierarchy\Characters\_Chowda\Chica\sfx_chica_ruined_vox_kitchen\sfx_chica_ruined_vox_kitchen\sfx_chica_servo_ruined\sfx_chica_servo_ruinned_01		54432
	13971958	sfx_CandyCadet_servo_RN_small_05	D:\ASITP\FNAF\Project\fnaf9\fnaf9_WwiseProject\.cache\Windows\SFX\sfx_CandyCadet_servo_RN_small_05_73E79EE3.wem		\Actor-Mixer Hierarchy\Movement\_Chowda\CandyCadet\sfx_CandyCadet_servo_RN_small\sfx_CandyCadet_servo_RN_small_05		12880
	14878754	fly_cassie_cloth_crouch_walk_01	D:\ASITP\FNAF\Project\fnaf9\fnaf9_WwiseProject\.cache\Windows\SFX\fly_cassie_cloth_crouch_walk_01_73E79EE3.wem		\Actor-Mixer Hierarchy\Movement\_Chowda\Cassie\Cloth\SFX_Cloth_Cassie\fly_cassie_cloth_crouch_walk\fly_cassie_cloth_crouch_walk_01		15760
	15242903	vo_helpie_vocalization_20	D:\ASITP\FNAF\Project\fnaf9\fnaf9_WwiseProject\.cache\Windows\SFX\vo_helpie_vocalization_20_73E79EE3.wem		\Actor-Mixer Hierarchy\Characters\_Chowda\Helpie\vo_helpie_vocalization\vo_helpie_vocalization_20		12024
	16911817	cine_Chica_electrocuted_head_01	D:\ASITP\FNAF\Project\fnaf9\fnaf9_WwiseProject\.cache\Windows\SFX\cine_Chica_electrocuted_head\cine_Chica_electrocuted_head_01_73E79EE3.wem		\Actor-Mixer Hierarchy\2D\_Chowda\ScriptedEvents\Cupcake\cine_Chica_electrocuted_head\cine_Chica_electrocuted_head_01		64936
	16950763	vo_helpie_vocalization_17	D:\ASITP\FNAF\Project\fnaf9\fnaf9_WwiseProject\.cache\Windows\SFX\vo_helpie_vocalization_17_73E79EE3.wem		\Actor-Mixer Hierarchy\Characters\_Chowda\Helpie\vo_helpie_vocalization\vo_helpie_vocalization_17		7344
	17146007	cine_Chica_handTouchRechargeStation_01	D:\ASITP\FNAF\Project\fnaf9\fnaf9_WwiseProject\.cache\Windows\SFX\cine_Chica_handTouchRechargeStation\cine_Chica_handTouchRechargeStation_01_73E79EE3.wem		\Actor-Mixer Hierarchy\2D\_Chowda\ScriptedEvents\Cupcake\cine_Chica_handTouchRechargeStation\cine_Chica_handTouchRechargeStation_01		42148
